,McaM,McoM,Pvalue,OR,CI.upper,CI.lower,Logistic.P,Sens,Spec,AUC
POU4F3_145720011,0.182467583,0.448857763,5.80856E-22,4.018294691,5.291627146,2.948829927,5.70679E-11,0.851851852,0.888888889,0.887088477
POU4F3_145720019,0.196081704,0.447611727,1.85094E-19,3.812137,5.023182425,2.783059074,7.94158E-11,0.787037037,0.925925926,0.859910837
POU4F3_145720024,0.215049921,0.459802697,8.18513E-19,3.664692518,4.834047255,2.670756394,8.88466E-11,0.814814815,0.888888889,0.852880658
POU4F3_145720027,0.162294786,0.400560692,2.02514E-19,3.652681314,4.865057856,2.627987541,3.41159E-10,0.842592593,0.842592593,0.859396433
POU4F3_145720034,0.132517298,0.348987719,1.8499E-17,3.274436708,4.469201023,2.275563842,7.32422E-09,0.787037037,0.888888889,0.838391632
POU4F3_145720060,0.126953761,0.30658046,7.7731E-14,2.879927011,4.084973998,1.881772195,3.85898E-07,0.777777778,0.842592593,0.796724966
RBMY1F_24329313,0.89709037,0.906167479,0.001401965,3.596649294,7.50847293,0.032685,0.060774388,0.675925926,0.546296296,0.626800412
RBMY1F_24329311,0.683881214,0.721471771,3.34382E-06,4.625072866,6.924737848,2.525063696,4.12638E-05,0.518518519,0.777777778,0.684499314
RBMY1F_24329294,0.92359267,0.928916453,0.035204985,3.837378743,8.75877561,-0.893350781,0.11955545,0.537037037,0.666666667,0.583719136
RBMY1F_24329292,0.871127187,0.872413232,0.226265888,0.920046432,5.701944773,-3.79702773,0.704497433,0.342592593,0.777777778,0.548182442
RBMY1F_24329287,0.939380662,0.936894263,0.959190999,-2.179665049,3.026289847,-7.584497937,0.417882208,0.611111111,0.444444444,0.502057613
RBMY1F_24329282,0.778882559,0.797228373,0.00057956,4.892462297,8.054117835,1.933712941,0.001807692,0.5,0.768518519,0.636531207
RBMY1F_24329280,0.228301783,0.228237849,0.760193342,-0.022429789,3.317565325,-3.365055247,0.989346144,0.787037037,0.277777778,0.512217078
RBMY1F_24329271,0.901458165,0.908698115,0.021854425,4.149203297,8.565713671,-0.081729857,0.060774388,0.537037037,0.666666667,0.59109225
RBMY1F_24329263,0.943889324,0.944487738,0.330912277,0.70407885,6.860568041,-5.374998417,0.821273512,0.361111111,0.787037037,0.538708848
RBMY1F_24329251,0.869286656,0.88787029,6.69193E-05,6.441538536,10.1830075,2.988011566,0.000480882,0.546296296,0.722222222,0.658264746
RBMY1F_24329249,0.857875089,0.875331019,0.000867117,4.515274574,7.686134291,1.590723039,0.003833702,0.518518519,0.75,0.632158779
RBMY1F_24329235,0.874979688,0.867745495,0.46540214,-5.308323901,-0.445727694,-10.70158671,0.042921961,0.157407407,0.944444444,0.470936214
RBMY1F_24329219,0.94899315,0.939257827,0.780865105,-4.601786989,-0.529694954,-9.819240636,0.051312439,0.305555556,0.842592593,0.511102538
RBMY1F_24329214,0.858755374,0.849904962,0.402312971,-1.923883618,0.688996273,-5.049377895,0.180645784,0.416666667,0.824074074,0.533393347
RBMY1F_24329201,0.679263051,0.698200632,0.017001239,0.968868079,2.302256244,-0.292015869,0.14252432,0.481481481,0.787037037,0.594821674
SATB2.AS1_200335498,0.279539517,0.569213512,5.69268E-23,4.185412798,5.405516189,3.146898306,3.26405E-12,0.85046729,0.861111111,0.899056767
SATB2.AS1_200335505,0.244513914,0.558701076,3.59167E-24,4.336186997,5.583314254,3.279976556,2.02951E-12,0.887850467,0.842592593,0.913897542
SATB2.AS1_200335512,0.219767453,0.532526128,3.59167E-24,4.261042227,5.4971471,3.216935788,2.39311E-12,0.897196262,0.898148148,0.91394081
SATB2.AS1_200335520,0.118734805,0.416480086,9.32333E-23,3.733975994,4.906022316,2.739930318,5.13083E-11,0.887850467,0.833333333,0.896547248
SATB2.AS1_200335522,0.175257885,0.462827858,8.25435E-21,3.498836798,4.577629818,2.577735389,2.99352E-11,0.803738318,0.87037037,0.875475943
SATB2.AS1_200335526,0.085903699,0.317089595,8.35089E-19,3.314169665,4.576221919,2.280959109,2.16754E-08,0.747663551,0.87037037,0.853539287
SATB2.AS1_200335544,0.164026616,0.473335673,2.88253E-23,4.195776005,5.419942104,3.158038738,3.14574E-12,0.906542056,0.861111111,0.902647975
SATB2.AS1_200335553,0.268017974,0.551991145,2.83265E-21,3.890426659,5.014095262,2.929527551,2.47426E-12,0.76635514,0.916666667,0.880538249
SATB2.AS1_200335558,0.145684027,0.44181577,1.85583E-22,3.73151739,4.884907965,2.756791406,2.73145E-11,0.822429907,0.907407407,0.893431983
SATB2.AS1_200335562,0.20694709,0.490480895,1.5486E-21,3.822284374,4.982681023,2.836789762,1.56648E-11,0.803738318,0.925925926,0.883393908
SATB2.AS1_200335580,0.151564175,0.413022244,8.08987E-21,3.617231965,4.749423752,2.643868041,5.66738E-11,0.887850467,0.777777778,0.875605746
SATB2.AS1_200335586,0.158434676,0.424539904,1.08798E-20,3.548617038,4.682548714,2.57813712,1.13322E-10,0.813084112,0.833333333,0.874177916
SATB2.AS1_200335592,0.114351271,0.366956724,9.20153E-18,3.179122042,4.26316485,2.258720409,9.86109E-10,0.803738318,0.805555556,0.84246279
SATB2.AS1_200335624,0.112485578,0.322564098,5.76047E-14,2.744863173,3.814348829,1.851149086,5.95979E-08,0.663551402,0.888888889,0.799022153
SATB2.AS1_200335630,0.055686165,0.165231223,3.53099E-08,2.515622688,3.987651747,1.376111024,0.000159952,0.626168224,0.787037037,0.718674282
SATB2.AS1_200335659,0.139326397,0.378228033,5.24437E-16,3.027661574,4.128510924,2.113015453,5.85258E-09,0.700934579,0.907407407,0.822992385
SATB2.AS1_200335663,0.094734065,0.297963646,2.46399E-12,2.961877421,4.183309279,1.978260637,1.7087E-07,0.663551402,0.916666667,0.778556594
SATB2.AS1_200335681,0.071230689,0.252523221,3.31814E-17,4.125001417,5.750514611,2.783612618,7.18866E-08,0.61682243,0.916666667,0.836362063
SATB2.AS1_200335683,0.053447389,0.178126966,4.55045E-12,3.986088055,5.82055887,2.468871621,3.70251E-06,0.542056075,0.907407407,0.774792316
SHOX2_157812256,0.294941274,0.56433544,3.82426E-24,4.900385955,6.294506847,3.713079756,1.47695E-12,0.861111111,0.898148148,0.912208505
SHOX2_157812259,0.269391571,0.550418856,2.20108E-25,5.134992544,6.578505749,3.912286413,8.42174E-13,0.87037037,0.916666667,0.926697531
SHOX2_157812275,0.28098888,0.575446702,7.45515E-26,5.315512558,6.816265622,4.055352604,8.42174E-13,0.907407407,0.916666667,0.934070645
SHOX2_157812277,0.169620909,0.475382243,1.17296E-25,4.608719871,5.98908538,3.453176582,7.30443E-12,0.907407407,0.916666667,0.930641289
SHOX2_157812287,0.565538589,0.724769859,2.66176E-20,6.593441229,8.449795058,4.981849146,1.44541E-12,0.796296296,0.916666667,0.869084362
SHOX2_157812294,0.26046148,0.548121496,3.81112E-24,4.670742102,5.985864542,3.555714299,8.59514E-13,0.861111111,0.907407407,0.912379973
SHOX2_157812296,0.212041405,0.519032826,1.80201E-25,4.492004252,5.775366296,3.410289549,1.44541E-12,0.907407407,0.898148148,0.927897805
SHOX2_157812302,0.325733583,0.575781954,2.98509E-22,4.671327281,6.019168331,3.526561338,2.2735E-12,0.842592593,0.898148148,0.890260631
SHOX2_157812305,0.217104913,0.512287048,3.91466E-24,4.362483259,5.646797299,3.283399769,3.62762E-12,0.898148148,0.87962963,0.911865569
SHOX2_157812307,0.172052711,0.487451315,1.18639E-24,4.278281556,5.53889769,3.220538138,3.72176E-12,0.907407407,0.888888889,0.917609739
SHOX2_157812312,0.205855584,0.501694931,1.09947E-23,4.436613896,5.724823792,3.356389331,2.2735E-12,0.888888889,0.888888889,0.906421468
SHOX2_157812319,0.094766625,0.340104101,4.10481E-22,4.07633966,5.495808726,2.89878172,1.42585E-09,0.814814815,0.898148148,0.888803155
SHOX2_157812321,0.101414714,0.35256989,8.79096E-22,4.332039014,5.823205397,3.105093163,8.09388E-10,0.87962963,0.861111111,0.885159465
SHOX2_157812329,0.278392627,0.562016497,1.12165E-23,4.723375852,6.049283023,3.601401012,8.20579E-13,0.87037037,0.898148148,0.90625
SHOX2_157812331,0.163755226,0.470568333,9.49534E-25,4.274296355,5.537595984,3.213323779,4.27839E-12,0.888888889,0.907407407,0.918638546
SHOX2_157812334,0.162833591,0.470524415,5.81415E-24,4.271876264,5.517602885,3.217175485,3.11488E-12,0.87037037,0.907407407,0.909807956
SHOX2_157812354,0.177670657,0.475190809,8.76518E-24,4.224668194,5.425723725,3.196776477,1.51077E-12,0.888888889,0.888888889,0.907578875
SHOX2_157812358,0.112901432,0.38087741,4.83319E-23,3.957482184,5.212802939,2.901840579,6.05957E-11,0.87962963,0.888888889,0.899005487
SHOX2_157812369,0.100201182,0.345164018,5.43492E-21,3.984734097,5.361909511,2.838713278,1.13719E-09,0.87962963,0.87037037,0.876714678
SHOX2_157812380,0.1244728,0.350518015,3.1173E-19,3.449308799,4.692838322,2.421979078,3.97079E-09,0.824074074,0.87962963,0.857424554
SHOX2_157812383,0.173246885,0.455207411,1.03893E-20,3.77898951,5.012368175,2.757977292,1.31533E-10,0.851851852,0.907407407,0.873542524
SHOX2_157812385,0.172583433,0.441737672,1.00377E-19,3.805046353,5.073402998,2.755490384,2.80612E-10,0.833333333,0.907407407,0.862868656
SHOX2_157812404,0.133512302,0.440315235,3.65469E-23,3.931711474,5.167638587,2.913909808,2.97492E-11,0.898148148,0.87037037,0.900377229
SHOX2_157812411,0.09813918,0.349593926,5.84815E-21,3.807505246,5.154003837,2.70131711,1.93908E-09,0.87037037,0.851851852,0.876286008
SHOX2_157812414,0.127423411,0.390199807,1.85535E-21,3.81242218,5.098765533,2.745238373,4.55777E-10,0.851851852,0.888888889,0.881687243
SHOX2_157812420,0.220708179,0.499119129,8.53901E-23,4.102659037,5.376675312,3.037907658,2.63474E-11,0.851851852,0.898148148,0.896176269
SHOX2_157812437,0.163730551,0.472279862,9.34106E-24,4.112896559,5.341701854,3.080832331,6.95705E-12,0.861111111,0.907407407,0.90723594
SHOX2_157812442,0.316845223,0.594057142,1.38816E-23,4.851338825,6.24140336,3.678875101,1.51077E-12,0.87962963,0.888888889,0.905349794
SHOX2_157812457,0.140856266,0.44622517,3.71251E-22,3.801736104,4.985749858,2.821961242,2.39531E-11,0.833333333,0.907407407,0.889360425
SHOX2_157812468,0.220984937,0.534214825,1.77478E-23,4.076868593,5.26631913,3.077173625,2.65927E-12,0.851851852,0.907407407,0.904063786
SHOX2_157812470,0.218986815,0.537912218,5.39799E-22,3.965675418,5.121538831,2.996682859,2.39311E-12,0.861111111,0.898148148,0.887602881
SHOX2_157812475,0.409832328,0.644335173,2.86993E-19,4.486611341,5.78043119,3.379572145,2.39311E-12,0.75,0.944444444,0.857810357
SIM1_100912935,0.139583944,0.38550426,2.03318E-21,4.237281496,5.622548217,3.071536159,1.92897E-10,0.824074074,0.87962963,0.881258573
SIM1_100912940,0.15622446,0.415987755,5.72013E-22,4.500810893,5.896978124,3.320947713,3.15736E-11,0.907407407,0.851851852,0.887259945
SIM1_100912946,0.155587371,0.399618725,2.23163E-20,3.990218942,5.303652616,2.89104344,2.14437E-10,0.814814815,0.87037037,0.869941701
SIM1_100912951,0.185186455,0.420231903,1.50912E-19,3.967656011,5.239236772,2.890675292,9.99414E-11,0.759259259,0.907407407,0.860896776
SIM1_100912958,0.300540922,0.462358945,1.88235E-11,2.820395037,3.865558232,1.908164532,2.40885E-08,0.685185185,0.824074074,0.766289438
SIM1_100912960,0.142080056,0.385602218,3.86428E-20,3.856109131,5.15079179,2.771362358,4.521E-10,0.805555556,0.87962963,0.867369684
SIM1_100912962,0.159771736,0.371119159,1.5239E-15,3.275897385,4.4351742,2.297070542,3.1146E-09,0.731481481,0.87962963,0.816958162
SIM1_100912973,0.179578106,0.414719468,4.13568E-20,4.120821629,5.455448325,2.99368496,1.45267E-10,0.805555556,0.907407407,0.867026749
SIM1_100912994,0.104257157,0.29893216,1.02541E-16,3.191279339,4.484520566,2.137029748,1.26609E-07,0.75,0.888888889,0.83016118
SIM1_100912996,0.104525405,0.296777954,5.45998E-15,3.616560669,5.00680667,2.480095799,2.70004E-08,0.740740741,0.888888889,0.810528121
SIM1_100913002,0.156989764,0.395101644,3.7623E-21,4.188088498,5.56829778,3.030477929,2.3353E-10,0.814814815,0.898148148,0.878343621
SIM1_100913030,0.148799561,0.333953737,2.59537E-15,3.632538524,4.972706316,2.509306752,1.12018E-08,0.768518519,0.851851852,0.814300412
SIM1_100913035,0.144725011,0.391291386,1.40951E-22,4.814427289,6.332628118,3.537263822,5.13083E-11,0.87962963,0.861111111,0.89377572
SIM1_100913038,0.176115929,0.403662942,1.44068E-19,4.236864884,5.609663037,3.07606663,1.50175E-10,0.777777778,0.916666667,0.861111111
SIM1_100913045,0.323387044,0.517536964,9.5694E-18,3.993272381,5.285631206,2.879694504,1.9971E-10,0.777777778,0.87962963,0.841478052
SIM1_100913052,0.309653297,0.492060177,8.33395E-16,3.832250211,5.111864008,2.732849791,5.49422E-10,0.722222222,0.916666667,0.819958848
SIM1_100913055,0.294858648,0.498538181,3.53698E-17,3.997655064,5.311784558,2.879170646,2.74323E-10,0.740740741,0.925925926,0.835305213
SIM1_100913062,0.318724754,0.511842176,4.25516E-16,3.609744096,4.83258046,2.564234774,8.56161E-10,0.703703704,0.935185185,0.823259602
SIM1_100913064,0.254961594,0.465687906,5.66412E-16,3.657407014,4.871489418,2.623030977,4.00416E-10,0.731481481,0.925925926,0.821844993
SIM1_100913082,0.309258322,0.532750796,7.92121E-19,4.143899628,5.430226408,3.048428067,3.50337E-11,0.768518519,0.898148148,0.853052126
SIM1_100913085,0.246915336,0.488595693,6.84885E-20,3.929079803,5.183691094,2.870683316,8.32565E-11,0.787037037,0.916666667,0.8646262
SIM1_100913088,0.273963486,0.520297182,7.5171E-20,4.044224407,5.29010309,2.989797624,2.49698E-11,0.777777778,0.925925926,0.864197531
SIM1_100913092,0.474879811,0.606665796,7.54707E-10,2.846747009,3.93497274,1.883734199,7.37796E-08,0.555555556,0.935185185,0.744084362
SIM1_100913094,0.382806546,0.564391961,5.21774E-14,3.19192245,4.26269488,2.257614952,8.32449E-10,0.722222222,0.87037037,0.798868313
SIM1_100913099,0.240941756,0.505395943,1.37347E-21,4.496337468,5.879413756,3.336855608,2.0306E-11,0.814814815,0.916666667,0.883144719
SIM1_100913101,0.321422613,0.523061633,6.73318E-16,3.648988255,4.862131612,2.618430194,3.80843E-10,0.768518519,0.824074074,0.820987654
SIM1_100913108,0.32578696,0.532259207,3.46395E-18,4.245497702,5.610347882,3.088221661,1.12976E-10,0.759259259,0.953703704,0.846150549
SLC2A14_8025517,0.17370736,0.380360832,7.9216E-20,4.411620358,5.8454227,3.181287019,2.17881E-10,0.805555556,0.888888889,0.863940329
SLC2A14_8025533,0.109526663,0.272221425,1.22654E-15,4.159169946,5.700436024,2.861216127,1.43666E-08,0.712962963,0.907407407,0.818072702
SLC2A14_8025548,0.190606534,0.353280297,7.05298E-14,3.396526267,4.656160938,2.315812131,1.96089E-08,0.731481481,0.851851852,0.797239369
SLC2A14_8025567,0.074227759,0.207409422,6.40648E-14,3.825647666,5.412132508,2.511784323,2.98271E-07,0.722222222,0.833333333,0.797753772
SLC2A14_8025574,0.096487292,0.276974135,3.66212E-17,3.759442691,5.174569982,2.578000716,2.08762E-08,0.787037037,0.833333333,0.835133745
SLC2A14_8025582,0.133780042,0.369898612,3.79615E-22,4.322268478,5.768366109,3.115628623,3.72131E-10,0.87037037,0.833333333,0.889231824
SLC2A14_8025593,0.143885039,0.289559569,1.32901E-19,5.752279388,7.522104945,4.231633733,2.96602E-11,0.851851852,0.796296296,0.861539781
SPEG_220299604,0.118803214,0.27877555,1.30497E-14,3.104655892,4.41945035,2.01164305,5.57648E-07,0.657407407,0.898148148,0.806112826
SPEG_220299607,0.099718992,0.271227341,7.11412E-15,3.185484671,4.544093309,2.066741639,6.08099E-07,0.768518519,0.833333333,0.809156379
SPEG_220299636,0.15354171,0.320974839,2.98266E-08,2.235371923,3.248151096,1.400846498,2.32262E-06,0.685185185,0.87037037,0.719907407
SPEG_220299641,0.066005584,0.168655594,4.22633E-11,2.09175378,3.449160495,1.039349776,0.000727976,0.703703704,0.805555556,0.761574074
SPEG_220299643,0.081051583,0.206945686,4.83359E-13,2.187423171,3.451753255,1.195694611,0.000154428,0.666666667,0.898148148,0.786908436
SPEG_220299653,0.113418049,0.300895382,1.75955E-16,3.083877001,4.383629975,2.019782566,4.05968E-07,0.722222222,0.935185185,0.827589163
SPEG_220299659,0.259897945,0.445979615,4.37785E-13,3.042232227,4.13999011,2.099649919,7.93598E-09,0.722222222,0.87962963,0.787465706
SPEG_220299669,0.201006777,0.392658558,3.51698E-13,2.816579378,3.930368012,1.889810375,8.48336E-08,0.675925926,0.944444444,0.788708848
SPEG_220299672,0.140442069,0.311974493,5.01748E-11,2.684025921,3.868046226,1.719691424,1.11513E-06,0.675925926,0.907407407,0.760545267
SPEG_220299712,0.109916598,0.28806115,3.6308E-09,2.474659805,3.573424527,1.585168497,1.15E-06,0.685185185,0.87037037,0.734053498
SPEG_220299719,0.119478703,0.264694559,9.66487E-08,2.035295144,3.079982189,1.194010966,2.33948E-05,0.583333333,0.916666667,0.711634088
SPEG_220299721,0.136069261,0.313003412,1.74191E-08,2.275990719,3.2889778,1.446154885,1.41641E-06,0.611111111,0.925925926,0.723593964
SPEG_220299726,0.11426089,0.280236532,2.82868E-10,2.34903837,3.443239459,1.465102452,3.41103E-06,0.657407407,0.898148148,0.750171468
SPEG_220299734,0.136334069,0.32094633,2.46103E-09,2.457070856,3.531852372,1.584635815,8.57941E-07,0.648148148,0.898148148,0.736582647
SPEG_220299740,0.069153006,0.197023338,2.16992E-12,2.523448067,3.854009863,1.470362206,3.37328E-05,0.648148148,0.833333333,0.778635117
SPEG_220299759,0.079357692,0.200192274,1.92478E-09,2.459375656,3.831862795,1.37908852,8.95254E-05,0.611111111,0.861111111,0.738168724
SPEG_220299770,0.074758427,0.202563497,3.95414E-10,2.254292271,3.518815972,1.262824233,9.11567E-05,0.62962963,0.87962963,0.748113855
TFAP2E_36042933,0.180602021,0.444964939,2.32386E-21,3.682009151,4.767860557,2.741231606,7.56277E-12,0.888888889,0.814814815,0.880658436
TFAP2E_36042935,0.161260136,0.430209473,5.13566E-21,3.505758415,4.542702035,2.606754013,8.61617E-12,0.907407407,0.768518519,0.876971879
TFAP2E_36042944,0.151824444,0.412815524,1.00216E-20,3.436889977,4.475793154,2.536454851,1.96734E-11,0.907407407,0.787037037,0.873713992
TFAP2E_36042951,0.136333236,0.409986533,7.9216E-20,3.193802801,4.146880308,2.362771078,1.37299E-11,0.888888889,0.805555556,0.863940329
TFAP2E_36042954,0.148825857,0.407369801,4.228E-19,3.305571337,4.314819728,2.431165263,2.72511E-11,0.87037037,0.796296296,0.856052812
TFAP2E_36042960,0.160495565,0.409579871,4.20602E-18,2.915473092,3.823399113,2.12119661,6.31498E-11,0.87037037,0.787037037,0.845250343
TFAP2E_36042986,0.109011198,0.356721828,1.55585E-18,3.193609741,4.201592769,2.321025315,8.41838E-11,0.907407407,0.796296296,0.849879973
TFAP2E_36042996,0.1030432,0.361942888,7.24863E-20,3.284127527,4.27887561,2.414070645,2.49698E-11,0.898148148,0.805555556,0.864368999
TFAP2E_36043002,0.089731766,0.306719027,6.12905E-19,2.946047148,3.943269189,2.078927961,1.10631E-09,0.851851852,0.787037037,0.854252401
TFAP2E_36043011,0.130784798,0.389315484,2.07139E-19,2.953651247,3.845624326,2.168415309,2.48549E-11,0.888888889,0.787037037,0.859267833
TFAP2E_36043014,0.095841049,0.344634068,4.46826E-20,3.098005621,4.074450608,2.249263994,8.60447E-11,0.907407407,0.787037037,0.866683813
TFAP2E_36043019,0.10563181,0.357303293,1.50089E-18,3.156598662,4.13852399,2.302481144,5.51724E-11,0.907407407,0.768518519,0.85005144
TFAP2E_36043050,0.183721611,0.445218204,1.34734E-18,3.156077149,4.078012136,2.343731638,7.09599E-12,0.87037037,0.796296296,0.850565844
TFAP2E_36043057,0.29437855,0.517050378,2.3874E-15,2.90014054,3.798219927,2.103858258,6.52439E-11,0.814814815,0.814814815,0.814729081
TFAP2E_36043060,0.166196368,0.451943017,3.32594E-20,3.283880485,4.229277098,2.457758108,3.26405E-12,0.87962963,0.814814815,0.868055556
TFAP2E_36043066,0.147383564,0.446770828,3.65557E-21,3.194354393,4.104869071,2.398248045,2.39311E-12,0.898148148,0.805555556,0.878515089
TFAP2E_36043084,0.171050083,0.451004127,1.03332E-18,2.866092191,3.711962224,2.123631881,9.91152E-12,0.898148148,0.796296296,0.851766118
TRH_129693344,0.086180719,0.285922897,3.76404E-20,4.180600855,5.698368267,2.908961298,6.91039E-09,0.805555556,0.861111111,0.867498285
TRH_129693350,0.116760824,0.33671442,5.05556E-20,4.109466366,5.521878844,2.91512612,1.22237E-09,0.787037037,0.898148148,0.866126543
TRH_129693352,0.101252316,0.274768703,8.35089E-19,3.594576836,4.96739706,2.421467204,4.86134E-08,0.731481481,0.87962963,0.852752058
TRH_129693355,0.113420479,0.311310191,2.42381E-20,4.031504484,5.435245001,2.830376694,2.36333E-09,0.787037037,0.907407407,0.869555898
TRH_129693358,0.110028617,0.28388026,2.01614E-16,3.497050758,4.835128869,2.357720409,4.78537E-08,0.731481481,0.907407407,0.826903292
TRH_129693370,0.167409854,0.360271647,1.23072E-19,3.977330269,5.318518344,2.818834727,8.96549E-10,0.768518519,0.907407407,0.861882716
TRH_129693383,0.145561279,0.328678919,1.47597E-17,3.856644685,5.198359096,2.699946872,2.53271E-09,0.75,0.925925926,0.839463306
TRH_129693385,0.120926711,0.315270949,5.90205E-20,4.159806159,5.542349881,2.961197523,5.63295E-10,0.824074074,0.861111111,0.865269204
TRH_129693390,0.081986143,0.248934399,6.03355E-18,3.760442222,5.177663855,2.554721835,2.79117E-08,0.759259259,0.907407407,0.843578532
TRH_129693396,0.13980143,0.316223418,4.3612E-16,3.548319736,4.846263504,2.43584272,1.22911E-08,0.787037037,0.851851852,0.823131001
TRH_129693406,0.098514048,0.307122563,2.42952E-19,3.615387015,4.914471742,2.524688012,4.73963E-09,0.787037037,0.907407407,0.858539095
TRH_129693412,0.083278092,0.276390614,5.15386E-19,3.484143412,4.821907897,2.372810703,3.50925E-08,0.805555556,0.833333333,0.855152606
TRH_129693425,0.077019655,0.235549276,1.03974E-17,3.546739583,5.000137822,2.328903699,2.62136E-07,0.777777778,0.898148148,0.84109225
TRH_129693437,0.129502214,0.292241133,9.98373E-12,2.929582869,4.141575654,1.915597398,3.18879E-07,0.685185185,0.851851852,0.769975995
TRH_129693441,0.056459446,0.166894976,7.87329E-11,3.954713364,5.972867856,2.354107093,2.12648E-05,0.648148148,0.842592593,0.757887517
TRH_129693449,0.043642856,0.129972574,2.80788E-12,2.971480909,4.870739688,1.55110637,0.000430406,0.611111111,0.87037037,0.777177641
TRH_129693451,0.040685732,0.130383693,3.75279E-11,3.138557681,5.007053397,1.701558788,0.000190499,0.685185185,0.805555556,0.762259945
TRH_129693457,0.051323383,0.152485138,1.81057E-15,2.871998263,4.537501262,1.574780534,0.000150576,0.685185185,0.851851852,0.816100823
TRH_129693464,0.050039774,0.175595407,2.66964E-14,3.29332275,4.951746978,1.970655233,1.67266E-05,0.722222222,0.842592593,0.802383402
TRH_129693470,0.049409986,0.174423855,4.83651E-14,3.058443829,4.70424391,1.778775385,4.4346E-05,0.638888889,0.916666667,0.799296982
TRH_129693480,0.04986423,0.177104979,2.30826E-14,2.900407745,4.409596486,1.704276597,2.86059E-05,0.777777778,0.75,0.803155007
TRH_129693483,0.046024454,0.174442818,6.51059E-15,2.760223388,4.180578781,1.631911994,2.27911E-05,0.759259259,0.805555556,0.809542181
TRH_129693487,0.05071653,0.181074797,1.22405E-12,3.317942522,4.973161656,2.0236742,1.04294E-05,0.62962963,0.87962963,0.78180727
TRH_129693489,0.045241339,0.182209221,8.53382E-17,3.479474194,5.15753458,2.146013319,6.43205E-06,0.759259259,0.842592593,0.831018519
TRH_129693500,0.085508833,0.28361804,8.35089E-19,3.439253012,4.76576335,2.326607525,5.05417E-08,0.824074074,0.888888889,0.852752058
TRH_129693513,0.077083207,0.268539009,2.52805E-18,3.472631369,4.864472311,2.3305528,1.09631E-07,0.787037037,0.861111111,0.847608025
TRH_129693518,0.12523074,0.35529869,3.75535E-18,3.324158288,4.516994101,2.328599825,4.22786E-09,0.768518519,0.87962963,0.845764746
TRH_129693521,0.135152969,0.36655193,2.11415E-18,3.293942134,4.452854147,2.321221883,2.34109E-09,0.777777778,0.888888889,0.848422497
TRH_129693528,0.113261619,0.355368415,3.31104E-21,3.827518664,5.133924929,2.739216553,7.07043E-10,0.824074074,0.861111111,0.878943759
TRH_129693540,0.125035098,0.382642355,8.58314E-22,3.812048635,5.08314976,2.750419469,3.36091E-10,0.814814815,0.898148148,0.885288066
TRH_129693543,0.123828987,0.367092241,8.39695E-21,3.861504279,5.177651657,2.765802537,6.65602E-10,0.824074074,0.898148148,0.874485597
TRIM58_248020625,0.146146073,0.44035648,2.47555E-20,4.143732519,5.433648339,3.069107717,2.73145E-11,0.851851852,0.888888889,0.869427298
TRIM58_248020632,0.137910354,0.438412952,8.27312E-21,4.299915309,5.574042974,3.230825778,4.71495E-12,0.87962963,0.898148148,0.874571331
TRIM58_248020641,0.201670633,0.485194727,1.19176E-19,4.139807216,5.366771989,3.107782997,4.76538E-12,0.87037037,0.87962963,0.862054184
TRIM58_248020671,0.104003603,0.412975149,5.3165E-23,4.370677628,5.6795795,3.282073377,6.20116E-12,0.907407407,0.87037037,0.898576818
TRIM58_248020680,0.144193104,0.48630066,5.53007E-22,3.933117719,5.077586376,2.978257152,2.2735E-12,0.87962963,0.898148148,0.887431413
TRIM58_248020688,0.148134834,0.493366392,7.48464E-22,3.923536866,5.068949227,2.971521837,2.30657E-12,0.87037037,0.907407407,0.885973937
TRIM58_248020692,0.144753893,0.483981625,2.32386E-21,3.935341705,5.080363556,2.979488244,2.2735E-12,0.87962963,0.888888889,0.880572702
TRIM58_248020695,0.114653851,0.456317731,7.02755E-23,4.019012299,5.203073376,3.033172362,3.14574E-12,0.87037037,0.916666667,0.897205075
TRIM58_248020697,0.13342634,0.475048216,1.16316E-22,3.90427447,5.056667013,2.946550405,3.20623E-12,0.87962963,0.898148148,0.894718793
TRIM58_248020704,0.141273394,0.467638375,5.93509E-21,3.814387773,4.967731207,2.857316447,8.13304E-12,0.87037037,0.898148148,0.876200274
TRIM58_248020707,0.102495388,0.404224171,3.70837E-21,3.860986198,5.041332693,2.872753565,1.53519E-11,0.842592593,0.888888889,0.878429355
TRIM58_248020713,0.1547654,0.479352656,5.50598E-20,3.837125037,4.962546317,2.894270888,2.9513E-12,0.861111111,0.898148148,0.865655007
TRIM58_248020721,0.129576032,0.456529297,4.16984E-21,3.824185833,4.988874407,2.858750829,1.13114E-11,0.861111111,0.907407407,0.877872085
TRIM58_248020729,0.082696746,0.352831533,2.81308E-21,4.156008975,5.495799237,3.043145186,8.78354E-11,0.898148148,0.833333333,0.879715364
TRIM58_248020741,0.084354867,0.35572477,3.05998E-20,3.600640406,4.833519638,2.589793924,5.80005E-10,0.851851852,0.87962963,0.868484225
TRIM58_248020748,0.075313259,0.329776504,2.05847E-19,3.930263286,5.289153931,2.828426851,6.45004E-10,0.861111111,0.861111111,0.8593107
TRIM58_248020756,0.113487426,0.431791534,1.93086E-20,3.753980534,4.937396373,2.78120798,3.17886E-11,0.851851852,0.87962963,0.870670439
TRIM58_248020765,0.105578395,0.431328487,1.18203E-20,3.690256111,4.888052506,2.716123028,7.63079E-11,0.861111111,0.87037037,0.872942387
